Nov 01 2021     11:48:32 am     Elt: 000000 Seconds.  Real Time: 000564
ID: No spectrum identifier defined
Memory Size: 2048 Chls  Conversion Gain: 2048  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        0, 000
   7,        0, 000
   8,        0, 000
   9,        0, 000
  10,        0, 000
  11,        0, 000
  12,        0, 000
  13,        0, 000
  14,        0, 000
  15,        0, 000
  16,        0, 000
  17,        0, 000
  18,        0, 000
  19,        0, 000
  20,        0, 000
  21,        0, 000
  22,        0, 000
  23,        0, 000
  24,        0, 000
  25,        0, 000
  26,        0, 000
  27,        3, 000
  28,      198, 000
  29,     1177, 000
  30,     1258, 000
  31,     1026, 000
  32,      955, 000
  33,      793, 000
  34,      772, 000
  35,      798, 000
  36,      726, 000
  37,      766, 000
  38,      715, 000
  39,      698, 000
  40,      687, 000
  41,      701, 000
  42,      683, 000
  43,      615, 000
  44,      609, 000
  45,      648, 000
  46,      597, 000
  47,      554, 000
  48,      524, 000
  49,      531, 000
  50,      548, 000
  51,      523, 000
  52,      492, 000
  53,      532, 000
  54,      507, 000
  55,      481, 000
  56,      479, 000
  57,      457, 000
  58,      477, 000
  59,      467, 000
  60,      439, 000
  61,      458, 000
  62,      432, 000
  63,      487, 000
  64,      471, 000
  65,      434, 000
  66,      470, 000
  67,      451, 000
  68,      448, 000
  69,      448, 000
  70,      470, 000
  71,      457, 000
  72,      450, 000
  73,      442, 000
  74,      488, 000
  75,      460, 000
  76,      495, 000
  77,      465, 000
  78,      463, 000
  79,      477, 000
  80,      465, 000
  81,      504, 000
  82,      449, 000
  83,      485, 000
  84,      499, 000
  85,      486, 000
  86,      502, 000
  87,      473, 000
  88,      485, 000
  89,      476, 000
  90,      495, 000
  91,      497, 000
  92,      499, 000
  93,      497, 000
  94,      508, 000
  95,      502, 000
  96,      525, 000
  97,      526, 000
  98,      515, 000
  99,      482, 000
 100,      498, 000
 101,      519, 000
 102,      489, 000
 103,      529, 000
 104,      498, 000
 105,      549, 000
 106,      518, 000
 107,      564, 000
 108,      501, 000
 109,      538, 000
 110,      568, 000
 111,      517, 000
 112,      507, 000
 113,      542, 000
 114,      528, 000
 115,      576, 000
 116,      552, 000
 117,      522, 000
 118,      516, 000
 119,      559, 000
 120,      572, 000
 121,      541, 000
 122,      575, 000
 123,      549, 000
 124,      554, 000
 125,      564, 000
 126,      588, 000
 127,      565, 000
 128,      589, 000
 129,      601, 000
 130,      565, 000
 131,      570, 000
 132,      574, 000
 133,      553, 000
 134,      580, 000
 135,      547, 000
 136,      595, 000
 137,      648, 000
 138,      598, 000
 139,      615, 000
 140,      575, 000
 141,      591, 000
 142,      571, 000
 143,      653, 000
 144,      571, 000
 145,      578, 000
 146,      631, 000
 147,      566, 000
 148,      589, 000
 149,      557, 000
 150,      564, 000
 151,      593, 000
 152,      612, 000
 153,      595, 000
 154,      607, 000
 155,      613, 000
 156,      568, 000
 157,      572, 000
 158,      593, 000
 159,      577, 000
 160,      579, 000
 161,      594, 000
 162,      628, 000
 163,      570, 000
 164,      569, 000
 165,      588, 000
 166,      629, 000
 167,      568, 000
 168,      606, 000
 169,      617, 000
 170,      611, 000
 171,      577, 000
 172,      598, 000
 173,      660, 000
 174,      595, 000
 175,      610, 000
 176,      654, 000
 177,      615, 000
 178,      612, 000
 179,      588, 000
 180,      601, 000
 181,      665, 000
 182,      593, 000
 183,      635, 000
 184,      608, 000
 185,      626, 000
 186,      623, 000
 187,      642, 000
 188,      621, 000
 189,      646, 000
 190,      636, 000
 191,      583, 000
 192,      651, 000
 193,      620, 000
 194,      635, 000
 195,      667, 000
 196,      616, 000
 197,      625, 000
 198,      628, 000
 199,      604, 000
 200,      629, 000
 201,      626, 000
 202,      624, 000
 203,      673, 000
 204,      664, 000
 205,      608, 000
 206,      609, 000
 207,      637, 000
 208,      616, 000
 209,      635, 000
 210,      628, 000
 211,      629, 000
 212,      611, 000
 213,      595, 000
 214,      627, 000
 215,      640, 000
 216,      629, 000
 217,      594, 000
 218,      642, 000
 219,      622, 000
 220,      606, 000
 221,      645, 000
 222,      608, 000
 223,      626, 000
 224,      598, 000
 225,      612, 000
 226,      572, 000
 227,      601, 000
 228,      600, 000
 229,      601, 000
 230,      641, 000
 231,      641, 000
 232,      629, 000
 233,      584, 000
 234,      588, 000
 235,      604, 000
 236,      579, 000
 237,      621, 000
 238,      622, 000
 239,      624, 000
 240,      620, 000
 241,      608, 000
 242,      579, 000
 243,      552, 000
 244,      614, 000
 245,      624, 000
 246,      593, 000
 247,      584, 000
 248,      606, 000
 249,      624, 000
 250,      582, 000
 251,      582, 000
 252,      561, 000
 253,      604, 000
 254,      614, 000
 255,      623, 000
 256,      562, 000
 257,      558, 000
 258,      581, 000
 259,      562, 000
 260,      546, 000
 261,      559, 000
 262,      548, 000
 263,      604, 000
 264,      594, 000
 265,      621, 000
 266,      601, 000
 267,      576, 000
 268,      598, 000
 269,      575, 000
 270,      595, 000
 271,      568, 000
 272,      555, 000
 273,      554, 000
 274,      597, 000
 275,      570, 000
 276,      540, 000
 277,      554, 000
 278,      572, 000
 279,      585, 000
 280,      550, 000
 281,      599, 000
 282,      536, 000
 283,      551, 000
 284,      528, 000
 285,      531, 000
 286,      560, 000
 287,      556, 000
 288,      545, 000
 289,      560, 000
 290,      549, 000
 291,      552, 000
 292,      508, 000
 293,      543, 000
 294,      554, 000
 295,      531, 000
 296,      545, 000
 297,      538, 000
 298,      529, 000
 299,      540, 000
 300,      537, 000
 301,      531, 000
 302,      526, 000
 303,      511, 000
 304,      493, 000
 305,      503, 000
 306,      563, 000
 307,      501, 000
 308,      542, 000
 309,      525, 000
 310,      520, 000
 311,      508, 000
 312,      498, 000
 313,      505, 000
 314,      545, 000
 315,      493, 000
 316,      508, 000
 317,      489, 000
 318,      491, 000
 319,      498, 000
 320,      497, 000
 321,      522, 000
 322,      492, 000
 323,      542, 000
 324,      530, 000
 325,      478, 000
 326,      495, 000
 327,      510, 000
 328,      482, 000
 329,      455, 000
 330,      484, 000
 331,      497, 000
 332,      443, 000
 333,      491, 000
 334,      485, 000
 335,      511, 000
 336,      455, 000
 337,      475, 000
 338,      509, 000
 339,      451, 000
 340,      470, 000
 341,      458, 000
 342,      427, 000
 343,      479, 000
 344,      483, 000
 345,      491, 000
 346,      414, 000
 347,      450, 000
 348,      469, 000
 349,      457, 000
 350,      465, 000
 351,      459, 000
 352,      447, 000
 353,      408, 000
 354,      435, 000
 355,      458, 000
 356,      418, 000
 357,      476, 000
 358,      456, 000
 359,      435, 000
 360,      432, 000
 361,      446, 000
 362,      446, 000
 363,      407, 000
 364,      411, 000
 365,      411, 000
 366,      415, 000
 367,      430, 000
 368,      418, 000
 369,      385, 000
 370,      415, 000
 371,      406, 000
 372,      393, 000
 373,      426, 000
 374,      409, 000
 375,      434, 000
 376,      427, 000
 377,      405, 000
 378,      439, 000
 379,      403, 000
 380,      391, 000
 381,      375, 000
 382,      388, 000
 383,      378, 000
 384,      389, 000
 385,      425, 000
 386,      386, 000
 387,      379, 000
 388,      376, 000
 389,      413, 000
 390,      349, 000
 391,      362, 000
 392,      349, 000
 393,      406, 000
 394,      368, 000
 395,      345, 000
 396,      346, 000
 397,      383, 000
 398,      380, 000
 399,      372, 000
 400,      352, 000
 401,      348, 000
 402,      376, 000
 403,      377, 000
 404,      323, 000
 405,      356, 000
 406,      341, 000
 407,      345, 000
 408,      351, 000
 409,      362, 000
 410,      335, 000
 411,      345, 000
 412,      340, 000
 413,      316, 000
 414,      358, 000
 415,      336, 000
 416,      340, 000
 417,      328, 000
 418,      304, 000
 419,      328, 000
 420,      295, 000
 421,      331, 000
 422,      343, 000
 423,      326, 000
 424,      307, 000
 425,      282, 000
 426,      294, 000
 427,      306, 000
 428,      308, 000
 429,      318, 000
 430,      284, 000
 431,      311, 000
 432,      311, 000
 433,      301, 000
 434,      325, 000
 435,      262, 000
 436,      306, 000
 437,      283, 000
 438,      268, 000
 439,      295, 000
 440,      274, 000
 441,      286, 000
 442,      266, 000
 443,      273, 000
 444,      270, 000
 445,      255, 000
 446,      263, 000
 447,      276, 000
 448,      261, 000
 449,      261, 000
 450,      249, 000
 451,      274, 000
 452,      255, 000
 453,      253, 000
 454,      246, 000
 455,      233, 000
 456,      229, 000
 457,      248, 000
 458,      250, 000
 459,      230, 000
 460,      229, 000
 461,      249, 000
 462,      272, 000
